Age,Gender,Department,Monthly_Income,Total_Experience,Tenure_At_Co,Overtime_Eligible,Attrition_Status
44.0,Non-Binary,Sales,5746.0,27.0,8.0,Yes,No
48.0,Female,Marketing,16989.0,30.0,17.0,Yes,No
44.0,Male,Hr,10281.0,33.0,27.0,No,No
36.0,Female,Engineering,6701.0,30.0,4.0,No,No
23.0,Non-Binary,Engineering,7165.0,32.0,17.0,No,No
40.0,Female,Finance,3552.0,31.0,25.0,No,No
48.0,Male,Marketing,13684.0,14.0,0.0,Yes,No
35.0,Male,Engineering,8075.0,33.0,18.0,No,No
29.0,Non-Binary,Finance,2974.0,22.0,6.0,No,No
54.0,Male,Finance,8885.0,33.0,24.0,No,Yes
24.0,Female,Engineering,12558.0,7.0,4.0,No,No
37.0,Male,Engineering,5937.0,32.0,10.0,Yes,No
39.0,Female,Engineering,17974.0,21.0,7.0,Yes,No
34.0,Female,Marketing,3191.0,7.0,2.0,Yes,No
39.0,Female,Hr,17738.0,21.0,14.0,Yes,No
28.0,Male,Finance,5608.0,24.0,2.0,Yes,No
37.0,Male,Engineering,3705.0,17.0,5.0,No,No
29.0,Male,Hr,6573.0,17.0,13.0,No,Yes
56.0,Male,Finance,7922.0,30.0,26.0,Yes,No
31.0,Male,Finance,8747.0,13.0,10.0,No,No
34.0,Female,Engineering,11270.0,33.0,10.0,Yes,No
21.0,Female,Hr,15897.0,2.0,1.0,No,No
59.0,Non-Binary,Engineering,13464.0,18.0,5.0,No,No
45.0,Non-Binary,Hr,5956.0,19.0,17.0,Yes,No
27.0,Male,Sales,14343.0,17.0,4.0,Yes,No
27.0,Female,Sales,16952.0,37.0,12.0,Yes,No
58.0,Male,Finance,17742.0,25.0,16.0,No,No
41.0,Male,Hr,9158.0,24.0,7.0,No,No
51.0,Female,Marketing,10921.0,31.0,26.0,Yes,No
59.0,Non-Binary,Finance,5848.0,9.0,5.0,No,No
27.0,Male,Finance,14558.0,4.0,4.0,No,No
55.0,Non-Binary,Finance,4538.0,32.0,25.0,No,No
41.0,Female,Finance,8527.0,37.0,28.0,Yes,No
29.0,Female,Finance,17485.0,21.0,19.0,Yes,No
27.0,Male,Engineering,45683.49132420091,37.0,4.0,No,No
58.0,Female,Marketing,6474.0,4.0,1.0,Yes,No
50.0,Female,Marketing,11945.0,19.0,17.0,Yes,Yes
55.0,Female,Sales,10368.0,17.0,12.0,No,No
39.0,Male,Finance,4858.0,5.0,4.0,Yes,No
53.0,Male,Finance,17325.0,6.0,5.0,No,No
51.0,Female,Hr,17974.0,26.0,7.0,Yes,No
56.0,Female,Marketing,14615.0,33.0,21.0,Yes,No
31.0,Female,Marketing,4038.0,18.0,13.0,Yes,No
35.0,Female,Hr,11140.0,33.0,6.0,No,No
29.0,Male,Finance,12277.0,13.0,0.0,No,Yes
57.0,Male,Hr,13250.0,34.0,8.0,Yes,No
45.0,Male,Hr,16525.0,8.0,0.0,No,No
42.0,Male,Engineering,3401.0,1.0,1.0,No,No
58.0,Male,Finance,12737.0,2.0,1.0,No,No
45.0,Male,Finance,11326.0,35.0,15.0,Yes,No
53.0,Female,Engineering,45683.49132420091,1.0,0.0,Yes,No
40.24375,Female,Finance,45683.49132420091,17.54375,10.00625,Yes,No
50.0,Non-Binary,Hr,36276.0,23.0,3.0,Yes,Yes
36.0,Non-Binary,Engineering,109530.0,7.0,14.0,No,No
29.0,Female,Engineering,53499.0,17.0,14.0,Yes,Yes
42.0,Female,Finance,118576.0,12.0,4.0,Yes,No
40.0,Female,Finance,112495.0,9.0,12.0,Yes,No
44.0,Female,Engineering,101635.0,15.0,17.0,Yes,No
32.0,Female,Finance,115112.0,18.0,7.0,Yes,Yes
32.0,Non-Binary,Sales,65946.0,21.0,9.0,No,No
45.0,Non-Binary,Engineering,85204.0,13.0,3.0,No,No
57.0,Female,Finance,81886.0,21.0,13.0,No,No
45.0,Male,Engineering,101652.0,8.0,15.0,Yes,No
24.0,Female,Hr,45563.0,14.0,18.0,No,No
43.0,Male,Marketing,39847.0,8.0,19.0,Yes,No
23.0,Female,Engineering,56155.0,14.0,1.0,Yes,No
45.0,Female,Marketing,109671.0,7.0,6.0,No,No
51.0,Non-Binary,Finance,113310.0,23.0,2.0,No,Yes
23.0,Male,Marketing,97278.0,12.0,14.0,Yes,No
42.0,Male,Engineering,48309.0,11.0,6.0,Yes,No
54.0,Non-Binary,Hr,30619.0,22.0,14.0,No,No
33.0,Non-Binary,Finance,113194.0,22.0,4.0,No,No
43.0,Non-Binary,Engineering,80108.0,11.0,8.0,No,No
46.0,Non-Binary,Finance,64707.0,25.0,3.0,No,No
48.0,Male,Sales,50337.0,22.0,19.0,Yes,No
49.0,Male,Marketing,111537.0,28.0,14.0,No,No
37.0,Female,Sales,96504.0,29.0,17.0,No,No
36.0,Female,Engineering,77614.0,13.0,8.0,No,No
24.0,Non-Binary,Hr,30281.0,18.0,14.0,Yes,No
28.0,Non-Binary,Finance,57420.0,2.0,6.0,Yes,Yes
42.0,Non-Binary,Marketing,110896.0,29.0,16.0,Yes,No
30.0,Female,Finance,69030.0,21.0,19.0,Yes,No
39.0,Female,Engineering,31058.0,15.0,14.0,No,No
25.0,Female,Finance,116213.0,20.0,19.0,Yes,No
46.0,Female,Marketing,106260.0,27.0,3.0,No,No
35.0,Female,Engineering,58404.0,18.0,10.0,No,No
30.0,Female,Finance,59856.0,15.0,19.0,No,Yes
47.0,Female,Hr,39200.0,19.0,9.0,No,No
23.0,Non-Binary,Engineering,94178.0,23.0,13.0,Yes,Yes
41.0,Non-Binary,Engineering,63997.0,24.0,7.0,Yes,No
49.0,Non-Binary,Hr,55611.0,12.0,14.0,Yes,No
28.0,Non-Binary,Sales,71235.0,13.0,9.0,No,No
29.0,Female,Marketing,65057.0,22.0,19.0,No,No
56.0,Male,Sales,31239.0,11.0,15.0,No,No
35.0,Female,Finance,95661.0,5.0,14.0,No,No
38.0,Male,Hr,75272.0,29.0,6.0,No,No
57.0,Non-Binary,Sales,119393.0,1.0,4.0,Yes,No
25.0,Female,Engineering,91212.0,24.0,8.0,No,No
23.0,Non-Binary,Finance,45398.0,3.0,17.0,Yes,Yes
27.0,Female,Finance,86503.0,22.0,9.0,No,No
25.0,Non-Binary,Sales,36638.0,19.0,1.0,No,No
50.0,Male,Sales,36570.0,23.0,14.0,Yes,Yes
39.0,Male,Hr,98785.0,29.0,11.0,Yes,No
47.0,Male,Marketing,39110.0,7.0,3.0,No,No
55.0,Female,Sales,109141.0,12.0,9.0,No,No
31.0,Male,Sales,42115.0,15.0,14.0,No,No
57.0,Female,Engineering,69062.0,25.0,9.0,No,No
35.0,Male,Finance,52911.0,5.0,4.0,Yes,Yes
52.0,Male,Marketing,62556.0,15.0,4.0,No,No
36.0,Female,Engineering,108131.0,8.0,8.0,Yes,No
29.0,Female,Hr,31969.0,10.0,2.0,No,No
35.0,Male,Hr,73753.0,26.0,9.0,Yes,No
44.0,Female,Sales,112811.0,16.0,14.0,Yes,No
42.0,Male,Sales,34470.0,8.0,9.0,No,No
37.0,Female,Hr,40225.0,1.0,16.0,Yes,No
39.0,Non-Binary,Sales,53196.0,12.0,17.0,No,Yes
45.0,Non-Binary,Marketing,43669.0,5.0,16.0,Yes,No
47.0,Non-Binary,Sales,67380.0,3.0,12.0,No,No
46.0,Non-Binary,Finance,78320.0,1.0,3.0,Yes,Yes
50.0,Non-Binary,Sales,77414.0,4.0,11.0,No,No
36.0,Male,Engineering,45577.0,8.0,14.0,No,No
22.0,Non-Binary,Marketing,118009.0,3.0,18.0,Yes,No
46.0,Non-Binary,Engineering,85409.0,10.0,5.0,Yes,No
28.0,Non-Binary,Engineering,58625.0,2.0,16.0,Yes,No
30.0,Non-Binary,Finance,111040.0,11.0,5.0,Yes,No
45.0,Female,Marketing,54089.0,25.0,3.0,No,No
22.0,Male,Marketing,66487.0,10.0,12.0,Yes,Yes
29.0,Non-Binary,Marketing,95838.0,21.0,1.0,No,No
45.0,Non-Binary,Marketing,80138.0,14.0,9.0,Yes,No
32.0,Non-Binary,Marketing,72823.0,7.0,9.0,No,No
38.0,Male,Finance,67208.0,27.0,4.0,No,No
29.0,Female,Sales,84061.0,27.0,3.0,No,No
56.0,Male,Engineering,60659.0,2.0,17.0,No,No
56.0,Female,Marketing,61890.0,9.0,2.0,Yes,Yes
54.0,Non-Binary,Sales,109134.0,16.0,1.0,Yes,No
26.0,Non-Binary,Sales,77055.0,13.0,8.0,No,Yes
49.0,Male,Engineering,49508.0,9.0,13.0,Yes,No
28.0,Male,Finance,72287.0,20.0,15.0,Yes,Yes
30.0,Female,Hr,108916.0,4.0,8.0,No,No
29.0,Female,Hr,56984.0,22.0,12.0,Yes,No
33.0,Male,Sales,38125.0,10.0,12.0,Yes,No
55.0,Female,Engineering,66059.0,26.0,14.0,Yes,Yes
54.0,Male,Hr,99569.0,26.0,15.0,No,No
44.0,Female,Sales,47087.0,22.0,15.0,Yes,No
45.0,Male,Finance,35704.0,12.0,9.0,No,No
56.0,Male,Hr,90576.0,17.0,19.0,Yes,No
43.0,Male,Sales,103384.0,14.0,8.0,Yes,No
48.0,Female,Sales,117128.0,14.0,19.0,Yes,No
56.0,Female,Marketing,102460.0,25.0,6.0,No,No
22.0,Female,Finance,57208.0,2.0,19.0,No,No
56.0,Male,Marketing,115150.0,21.0,4.0,Yes,No
35.0,Female,Engineering,96024.0,25.0,7.0,No,No
24.0,Female,Marketing,69882.0,20.0,4.0,Yes,Yes
22.0,Male,Marketing,55923.0,11.0,12.0,No,Yes
26.0,Non-Binary,Hr,59165.0,16.0,13.0,No,Yes
47.0,Male,Sales,97203.0,19.0,3.0,Yes,No
35.0,Female,Finance,34114.0,23.0,12.0,Yes,No
48.0,Male,Marketing,94965.0,6.0,2.0,Yes,No
30.0,Non-Binary,Finance,66321.0,24.0,2.0,Yes,No
36.0,Male,Marketing,103297.0,19.0,9.0,No,Yes
36.0,Female,Engineering,55426.0,5.0,1.0,No,No
47.0,Non-Binary,Marketing,47772.0,26.0,8.0,No,No
34.0,Female,Hr,33712.0,4.0,6.0,Yes,No
53.0,Non-Binary,Sales,31367.0,15.0,6.0,Yes,Yes
53.0,Non-Binary,Engineering,81924.0,29.0,18.0,No,No
25.0,Male,Marketing,33726.0,4.0,17.0,Yes,No
51.0,Male,Finance,119152.0,20.0,12.0,No,No
44.0,Female,Engineering,57723.0,10.0,6.0,No,No
36.0,Male,Engineering,39108.0,24.0,8.0,No,No
50.0,Male,Marketing,107714.0,22.0,19.0,No,No
57.0,Non-Binary,Engineering,65643.0,3.0,10.0,No,No
34.0,Male,Finance,61324.0,26.0,1.0,Yes,No
53.0,Non-Binary,Engineering,113360.0,5.0,13.0,Yes,No
28.0,Non-Binary,Finance,38927.0,6.0,17.0,Yes,No
43.0,Non-Binary,Marketing,52443.0,21.0,3.0,No,No
49.0,Female,Sales,109973.0,22.0,8.0,No,No
23.0,Female,Engineering,93449.0,8.0,14.0,No,No
27.0,Female,Sales,106743.0,7.0,3.0,No,No
49.0,Non-Binary,Finance,90233.0,21.0,16.0,Yes,No
49.0,Female,Engineering,55537.0,10.0,13.0,Yes,Yes
41.0,Female,Hr,107576.0,6.0,17.0,No,No
51.0,Male,Sales,52612.0,14.0,13.0,No,No
32.0,Female,Engineering,36471.0,4.0,6.0,No,No
49.0,Female,Sales,65631.0,28.0,17.0,Yes,No
46.0,Non-Binary,Engineering,61348.0,25.0,14.0,Yes,No
54.0,Non-Binary,Marketing,94732.0,13.0,17.0,Yes,No
22.0,Non-Binary,Sales,31177.0,20.0,8.0,No,No
48.0,Non-Binary,Hr,34760.0,17.0,11.0,No,No
34.0,Non-Binary,Hr,62779.0,23.0,1.0,Yes,No
24.0,Non-Binary,Finance,51636.0,7.0,7.0,No,No
27.0,Female,Engineering,111889.0,4.0,17.0,Yes,No
29.0,Non-Binary,Sales,83551.0,29.0,10.0,No,No
48.0,Non-Binary,Finance,41556.0,14.0,11.0,Yes,No
30.0,Male,Sales,57598.0,3.0,9.0,No,Yes
54.0,Female,Engineering,41563.0,24.0,9.0,Yes,No
45.0,Female,Hr,76819.0,5.0,5.0,Yes,Yes
36.0,Female,Marketing,103770.0,16.0,17.0,Yes,No
53.0,Non-Binary,Hr,56966.0,26.0,9.0,Yes,Yes
53.0,Non-Binary,Finance,111709.0,23.0,17.0,Yes,Yes
45.0,Non-Binary,Marketing,89889.0,20.0,19.0,Yes,No
33.0,Male,Finance,56987.0,4.0,7.0,No,No
23.0,Non-Binary,Engineering,108714.0,24.0,9.0,No,No
24.0,Male,Marketing,88348.0,24.0,7.0,No,No
38.0,Female,Finance,54596.0,2.0,13.0,Yes,No
23.0,Non-Binary,Engineering,63174.0,18.0,11.0,Yes,No
23.0,Male,Hr,94106.0,19.0,14.0,No,No
49.0,Male,Engineering,99967.0,28.0,19.0,Yes,No
44.0,Non-Binary,Sales,89182.0,28.0,11.0,Yes,No
53.0,Female,Engineering,117163.0,19.0,13.0,Yes,No
54.0,Female,Engineering,69310.0,17.0,14.0,Yes,No
22.0,Female,Sales,86088.0,14.0,13.0,Yes,No
40.0,Male,Finance,38906.0,19.0,1.0,No,No
23.0,Male,Finance,66914.0,22.0,8.0,No,No
47.0,Male,Engineering,75379.0,24.0,12.0,No,No
53.0,Male,Sales,108612.0,13.0,19.0,No,No
27.0,Female,Sales,67650.0,12.0,12.0,No,No
53.0,Non-Binary,Hr,76881.0,26.0,8.0,Yes,No
25.0,Male,Finance,76413.0,6.0,8.0,Yes,No
32.0,Male,Marketing,36012.0,21.0,13.0,Yes,No
38.0,Female,Finance,80115.0,4.0,12.0,Yes,No
45.0,Non-Binary,Finance,37151.0,19.0,16.0,No,No
26.0,Non-Binary,Hr,87716.0,16.0,1.0,No,No
55.0,Female,Marketing,66378.0,13.0,13.0,No,No
27.0,Female,Hr,72652.0,4.0,7.0,Yes,No
43.0,Non-Binary,Marketing,102430.0,23.0,5.0,No,No
32.0,Male,Engineering,43467.0,17.0,8.0,Yes,Yes
37.0,Non-Binary,Marketing,61010.0,23.0,14.0,No,No
54.0,Female,Hr,84691.0,1.0,13.0,No,No
30.0,Male,Finance,94157.0,18.0,15.0,Yes,No
27.0,Male,Marketing,42289.0,20.0,17.0,Yes,No
37.0,Female,Marketing,74976.0,17.0,15.0,No,No
50.0,Female,Sales,73596.0,27.0,18.0,No,No
24.0,Female,Finance,53171.0,28.0,18.0,Yes,No
41.0,Non-Binary,Engineering,116365.0,27.0,2.0,No,Yes
57.0,Non-Binary,Hr,74139.0,15.0,4.0,No,No
40.0,Male,Engineering,78713.0,11.0,1.0,Yes,No
47.0,Female,Finance,59734.0,25.0,4.0,No,No
24.0,Male,Marketing,102588.0,28.0,18.0,Yes,No
40.0,Male,Marketing,93646.0,22.0,5.0,No,No
41.0,Male,Finance,33654.0,13.0,19.0,Yes,No
53.0,Male,Marketing,119022.0,1.0,15.0,No,No
28.0,Female,Marketing,48743.0,17.0,8.0,Yes,No
54.0,Male,Marketing,78368.0,6.0,17.0,No,No
39.0,Female,Hr,104172.0,4.0,1.0,Yes,Yes
22.0,Female,Hr,36441.0,20.0,12.0,No,No
32.0,Non-Binary,Sales,54611.0,16.0,19.0,No,No
49.0,Female,Engineering,42149.0,15.0,15.0,No,No
46.0,Non-Binary,Finance,89189.0,27.0,9.0,No,Yes
44.0,Female,Finance,51675.0,15.0,7.0,No,No
52.0,Female,Finance,101031.0,6.0,2.0,No,No
51.0,Female,Sales,72668.0,15.0,9.0,No,Yes
56.0,Non-Binary,Hr,43673.0,14.0,10.0,No,No
28.0,Non-Binary,Sales,106666.0,28.0,2.0,No,No
37.0,Male,Finance,118204.0,11.0,19.0,Yes,No
47.0,Non-Binary,Engineering,110758.0,7.0,11.0,Yes,No
23.0,Non-Binary,Marketing,95429.0,9.0,13.0,No,No
22.0,Non-Binary,Hr,53669.0,26.0,10.0,Yes,No
33.0,Non-Binary,Hr,64068.0,16.0,14.0,No,No
26.0,Male,Sales,118789.0,5.0,18.0,No,No
53.0,Non-Binary,Hr,39435.0,25.0,19.0,Yes,Yes
30.0,Female,Finance,82249.0,20.0,9.0,No,No
56.0,Female,Finance,67384.0,29.0,7.0,No,No
40.0,Non-Binary,Sales,111929.0,10.0,3.0,Yes,No
37.0,Non-Binary,Finance,106153.0,18.0,6.0,Yes,No
24.0,Female,Engineering,105388.0,3.0,2.0,No,No
41.0,Female,Sales,61401.0,13.0,6.0,Yes,Yes
45.0,Male,Engineering,101831.0,11.0,3.0,Yes,No
54.0,Female,Marketing,64084.0,17.0,16.0,No,No
45.0,Female,Engineering,85826.0,22.0,8.0,Yes,No
32.0,Non-Binary,Marketing,66451.0,13.0,2.0,Yes,No
29.0,Female,Marketing,37227.0,6.0,17.0,No,No
57.0,Male,Engineering,61910.0,17.0,9.0,Yes,No
41.0,Female,Sales,66041.0,27.0,12.0,Yes,No
56.0,Non-Binary,Finance,118920.0,13.0,3.0,No,No
46.0,Non-Binary,Finance,95681.0,19.0,11.0,No,No
56.0,Female,Marketing,111571.0,21.0,1.0,No,No
46.0,Non-Binary,Marketing,95481.0,19.0,13.0,Yes,No
50.0,Male,Sales,98576.0,10.0,15.0,No,Yes
39.0,Male,Hr,94174.0,3.0,5.0,No,No
39.0,Female,Engineering,56160.0,14.0,17.0,Yes,No
23.0,Female,Marketing,47633.0,26.0,6.0,No,No
56.0,Female,Finance,47014.0,19.0,11.0,No,No
37.0,Non-Binary,Sales,110532.0,5.0,18.0,No,No
57.0,Male,Engineering,79104.0,29.0,4.0,No,No
54.0,Male,Sales,71621.0,5.0,3.0,Yes,No
25.0,Non-Binary,Engineering,107231.0,20.0,13.0,No,No
54.0,Male,Engineering,98388.0,17.0,9.0,No,Yes
35.0,Female,Marketing,46014.0,21.0,6.0,Yes,No
42.0,Female,Sales,63755.0,10.0,12.0,No,No
41.0,Female,Sales,70390.0,5.0,2.0,Yes,No
29.0,Male,Finance,53711.0,4.0,3.0,Yes,No
28.0,Female,Finance,87993.0,6.0,3.0,Yes,No
24.0,Non-Binary,Marketing,104696.0,26.0,12.0,No,No
38.0,Non-Binary,Marketing,57213.0,4.0,15.0,Yes,No
54.0,Male,Hr,87784.0,7.0,9.0,Yes,No
33.0,Non-Binary,Finance,37421.0,7.0,8.0,Yes,No
43.0,Non-Binary,Engineering,116936.0,18.0,11.0,No,No
43.0,Male,Sales,47727.0,3.0,16.0,No,No
51.0,Female,Marketing,34358.0,1.0,4.0,No,No
29.0,Female,Sales,95108.0,24.0,1.0,No,No
48.0,Female,Sales,62117.0,25.0,7.0,No,No
48.0,Male,Hr,118700.0,4.0,2.0,No,No
55.0,Non-Binary,Finance,61910.0,6.0,5.0,No,No
42.0,Female,Marketing,85754.0,9.0,7.0,Yes,No
51.0,Female,Sales,92438.0,22.0,4.0,Yes,Yes
54.0,Male,Marketing,59371.0,14.0,5.0,Yes,No
49.0,Female,Engineering,81501.0,28.0,1.0,Yes,No
54.0,Male,Hr,90946.0,12.0,1.0,No,Yes
26.0,Non-Binary,Engineering,68467.0,28.0,15.0,Yes,No
40.0,Male,Marketing,47625.0,25.0,19.0,Yes,No
25.0,Male,Marketing,63893.0,20.0,10.0,Yes,Yes
56.0,Male,Finance,106329.0,24.0,18.0,Yes,No
38.0,Male,Sales,61007.0,25.0,3.0,No,No
49.0,Non-Binary,Sales,69532.0,4.0,11.0,No,No
51.0,Non-Binary,Engineering,84253.0,21.0,15.0,No,No
50.0,Female,Hr,42323.0,24.0,11.0,Yes,No
27.0,Non-Binary,Sales,103379.0,12.0,17.0,No,No
56.0,Non-Binary,Finance,44210.0,10.0,17.0,Yes,No
45.0,Female,Engineering,46456.0,22.0,6.0,No,No
50.0,Non-Binary,Engineering,61367.0,28.0,5.0,No,No
52.0,Male,Finance,84624.0,7.0,8.0,No,No
56.0,Male,Hr,40106.0,3.0,2.0,No,No
54.0,Female,Finance,98008.0,23.0,16.0,No,No
42.0,Female,Hr,102240.0,28.0,12.0,Yes,No
53.0,Female,Finance,94315.0,14.0,6.0,No,No
44.0,Male,Finance,99249.0,24.0,1.0,Yes,No
54.0,Non-Binary,Marketing,100587.0,10.0,4.0,Yes,No
24.0,Male,Engineering,40756.0,16.0,17.0,Yes,Yes
39.0,Female,Finance,98011.0,16.0,13.0,Yes,No
46.0,Non-Binary,Finance,66378.0,22.0,18.0,Yes,No
52.0,Non-Binary,Sales,34255.0,10.0,5.0,No,No
24.0,Male,Engineering,44484.0,25.0,3.0,No,No
45.0,Female,Sales,86549.0,13.0,11.0,No,No
53.0,Male,Engineering,64503.0,6.0,13.0,No,No
43.0,Non-Binary,Sales,103794.0,12.0,4.0,Yes,No
44.0,Male,Finance,75113.0,9.0,14.0,No,Yes
23.0,Male,Finance,104069.0,13.0,11.0,No,No
48.0,Female,Marketing,35249.0,4.0,10.0,Yes,No
23.0,Female,Sales,49201.0,24.0,19.0,Yes,No
47.0,Non-Binary,Hr,88576.0,11.0,18.0,No,No
38.0,Male,Marketing,39686.0,20.0,6.0,No,No
54.0,Male,Sales,83363.0,18.0,15.0,Yes,No
30.0,Male,Sales,30661.0,26.0,10.0,No,No
50.0,Non-Binary,Marketing,74843.0,11.0,5.0,No,No
47.0,Non-Binary,Finance,90963.0,25.0,5.0,No,No
56.0,Female,Sales,72828.0,21.0,10.0,No,No
46.0,Female,Finance,78604.0,4.0,5.0,Yes,No
45.0,Female,Marketing,40526.0,18.0,3.0,Yes,No
34.0,Male,Finance,98910.0,1.0,6.0,Yes,No
28.0,Male,Engineering,55592.0,27.0,4.0,No,No
57.0,Female,Hr,58982.0,7.0,18.0,No,No
41.0,Male,Sales,30207.0,6.0,9.0,No,No
22.0,Female,Hr,118733.0,15.0,17.0,No,No
29.0,Non-Binary,Finance,98619.0,18.0,13.0,No,No
37.0,Female,Sales,59328.0,24.0,15.0,Yes,No
35.0,Non-Binary,Finance,76479.0,11.0,17.0,No,Yes
33.0,Male,Engineering,50103.0,20.0,13.0,No,No
44.0,Female,Marketing,69891.0,24.0,16.0,Yes,No
36.0,Male,Sales,40754.0,15.0,4.0,No,No
49.0,Non-Binary,Engineering,111437.0,16.0,5.0,Yes,No
55.0,Non-Binary,Engineering,102982.0,7.0,5.0,Yes,No
23.0,Non-Binary,Sales,85922.0,21.0,9.0,Yes,No
53.0,Male,Finance,78231.0,10.0,17.0,Yes,Yes
44.0,Male,Engineering,59301.0,26.0,13.0,Yes,No
43.0,Male,Hr,92711.0,12.0,2.0,No,No
46.0,Male,Engineering,71323.0,24.0,13.0,Yes,Yes
43.0,Non-Binary,Finance,48752.0,14.0,19.0,Yes,No
43.0,Non-Binary,Finance,112205.0,25.0,3.0,No,No
27.0,Female,Hr,43395.0,5.0,10.0,No,Yes
36.0,Female,Engineering,115957.0,26.0,2.0,Yes,No
54.0,Male,Finance,86273.0,21.0,13.0,No,No
29.0,Non-Binary,Sales,34895.0,18.0,19.0,No,No
26.0,Non-Binary,Marketing,106559.0,5.0,17.0,Yes,No
25.0,Non-Binary,Marketing,40699.0,3.0,14.0,Yes,No
27.0,Female,Marketing,95061.0,23.0,12.0,No,No
53.0,Female,Engineering,39715.0,26.0,12.0,Yes,No
51.0,Non-Binary,Hr,49169.0,5.0,11.0,Yes,No
56.0,Non-Binary,Finance,46163.0,24.0,7.0,No,No
37.0,Non-Binary,Sales,35782.0,17.0,4.0,Yes,No
34.0,Female,Sales,118177.0,19.0,19.0,Yes,No
51.0,Non-Binary,Engineering,114328.0,19.0,1.0,Yes,Yes
40.0,Non-Binary,Marketing,65585.0,25.0,3.0,Yes,No
38.0,Male,Engineering,60682.0,21.0,13.0,Yes,Yes
40.0,Male,Hr,77864.0,12.0,15.0,No,No
49.0,Female,Hr,114416.0,25.0,2.0,No,No
47.0,Non-Binary,Finance,85114.0,29.0,11.0,Yes,No
47.0,Non-Binary,Finance,68067.0,9.0,4.0,No,No
44.0,Male,Hr,72685.0,1.0,19.0,Yes,No
30.0,Female,Hr,48073.0,18.0,17.0,Yes,Yes
33.0,Male,Hr,66035.0,21.0,3.0,Yes,No
22.0,Male,Engineering,94977.0,4.0,18.0,Yes,No
22.0,Male,Hr,113362.0,10.0,8.0,Yes,No
55.0,Male,Sales,95450.0,25.0,19.0,No,No
53.0,Non-Binary,Marketing,40382.0,7.0,5.0,No,No
46.0,Non-Binary,Hr,34437.0,22.0,7.0,Yes,No
22.0,Male,Marketing,100971.0,23.0,8.0,No,No
37.0,Female,Engineering,94612.0,1.0,5.0,Yes,Yes
26.0,Female,Marketing,91929.0,17.0,17.0,No,Yes
43.0,Female,Engineering,42329.0,24.0,5.0,Yes,Yes
50.0,Female,Sales,55169.0,29.0,4.0,No,No
24.0,Male,Engineering,117468.0,29.0,19.0,Yes,No
33.0,Non-Binary,Engineering,64594.0,2.0,2.0,Yes,No
47.0,Female,Finance,106957.0,28.0,11.0,No,No
37.0,Male,Hr,90631.0,26.0,13.0,No,No
43.0,Female,Hr,75033.0,11.0,15.0,Yes,No
50.0,Female,Sales,93133.0,9.0,12.0,No,No
35.0,Male,Sales,103165.0,7.0,11.0,Yes,Yes
49.0,Non-Binary,Hr,103861.0,22.0,7.0,No,No
26.0,Non-Binary,Finance,82290.0,17.0,5.0,No,No
51.0,Male,Hr,61750.0,17.0,17.0,Yes,No
26.0,Non-Binary,Finance,70461.0,2.0,9.0,No,No
33.0,Male,Sales,103800.0,6.0,14.0,No,No
37.0,Male,Marketing,108222.0,14.0,12.0,Yes,No
47.0,Male,Sales,54226.0,6.0,6.0,No,Yes
47.0,Non-Binary,Sales,36721.0,2.0,17.0,Yes,No
42.0,Male,Engineering,86154.0,1.0,19.0,Yes,No
57.0,Female,Engineering,50609.0,10.0,19.0,Yes,No
54.0,Non-Binary,Engineering,82130.0,21.0,16.0,Yes,No
51.0,Non-Binary,Engineering,102909.0,5.0,12.0,Yes,No
44.0,Non-Binary,Finance,85249.0,2.0,12.0,No,No
31.0,Non-Binary,Hr,78895.0,22.0,6.0,Yes,No
26.0,Female,Marketing,35656.0,16.0,4.0,Yes,No
57.0,Non-Binary,Sales,104520.0,25.0,6.0,No,No
55.0,Non-Binary,Finance,93740.0,2.0,11.0,No,No
52.0,Male,Marketing,94309.0,10.0,1.0,No,No
31.0,Non-Binary,Finance,59984.0,2.0,15.0,Yes,No
40.0,Female,Finance,103822.0,16.0,11.0,Yes,No
53.0,Female,Sales,35901.0,16.0,19.0,Yes,No
22.0,Female,Hr,61552.0,19.0,18.0,No,No
26.0,Female,Engineering,61055.0,29.0,17.0,Yes,No
25.0,Non-Binary,Hr,67685.0,7.0,19.0,No,No
37.0,Non-Binary,Sales,103965.0,22.0,14.0,Yes,No
45.0,Female,Sales,44716.0,12.0,18.0,No,No
37.0,Female,Sales,41138.0,24.0,19.0,Yes,No
23.0,Non-Binary,Marketing,65298.0,15.0,15.0,Yes,Yes
49.0,Female,Hr,81112.0,8.0,15.0,Yes,No
53.0,Male,Hr,53429.0,6.0,4.0,No,No
48.0,Female,Finance,80200.0,28.0,7.0,No,No
41.0,Female,Finance,101308.0,27.0,13.0,Yes,No
45.0,Male,Finance,78244.0,10.0,3.0,Yes,No
33.0,Male,Sales,47347.0,3.0,16.0,Yes,No
56.0,Non-Binary,Hr,46920.0,19.0,9.0,No,No
54.0,Non-Binary,Sales,61822.0,17.0,8.0,Yes,No
54.0,Male,Marketing,76659.0,7.0,13.0,Yes,No
33.0,Male,Finance,70108.0,21.0,17.0,Yes,No
24.0,Non-Binary,Sales,119099.0,20.0,17.0,Yes,No
22.0,Female,Sales,37967.0,26.0,17.0,No,No
54.0,Male,Marketing,41871.0,4.0,1.0,No,No
31.0,Non-Binary,Engineering,107452.0,14.0,8.0,Yes,No
50.0,Female,Hr,104270.0,20.0,19.0,Yes,No
